recipeProcess_id,recipeProcess_recipeId,recipeProcess_no1,recipeProcess_image1,recipeProcess_no2,recipeProcess_image2,recipeProcess_no3,recipeProcess_image3,recipeProcess_no4,recipeProcess_image4,recipeProcess_no5,recipeProcess_image5,recipeProcess_no6,recipeProcess_image6,recipeProcess_no7,recipeProcess_image7,recipeProcess_no8,recipeProcess_image8,recipeProcess_no9,recipeProcess_image9,recipeProcess_no10,recipeProcess_image10,recipeProcess_no11,recipeProcess_image11,recipeProcess_no12,recipeProcess_image12,recipeProcess_no13,recipeProcess_image13,recipeProcess_no14,recipeProcess_image14,recipeProcess_no15,recipeProcess_image15,recipeProcess_no16,recipeProcess_image16,recipeProcess_no17,recipeProcess_image17,recipeProcess_no18,recipeProcess_image18,recipeProcess_no19,recipeProcess_image19,recipeProcess_no20,recipeProcess_image20
recipeProcess-548,recipe-548,1. 얼갈이는 깨끗이 씻어 한입 크기로 뜯는다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/727-1.jpg,2. 더덕은 껍질을 벗긴다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/727-2.jpg,3. 껍질 벗긴 더덕은 굵게 채 썰어 소금물에 담가둔다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/727-3.jpg,4. 양념장 재료를 모두 섞어 양념장을 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/727-4.jpg,5. 더덕을 건져 물기를 제거한다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/727-5.jpg,6. 더덕과 얼갈이 배추에 양념장을 넣고 가볍게 버무린다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/727-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-549,recipe-549,"1. 사과와 배는 사방 2cm 네모로 썰고, 밤도 얇게 썰어준다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/728-1.jpg,2. 1을 설탕물(물 1컵 + 설탕 2.5g)에 담근다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/728-2.jpg,"3. 대추, 곶감은 굵게 채 썰고 호두, 땅콩은 굵게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/728-3.jpg,4. 분량의 재료를 섞어 겨자소스 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/728-4.jpg,5. 과일을 체에 받쳐 물기를 빼고 소스에 버무린다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/728-5.jpg,6. 한입 크기로 자른 양상추에 샐러드를 올려낸다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/728-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-550,recipe-550,"1. 콜라비, 당근, 오이는 나박 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/729-1.jpg,2. 고추는 둥글게 썰고 실파는 3cm 길이로 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/729-2.jpg,3. 콜라비를 소금에 살짝 절인다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/729-3.jpg,4. 물에 찹쌀을 풀어 찹쌀풀을 쑤어 식힌다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/729-4.jpg,5. 찹쌀풀에 배와 적양파를 갈아 넣어 국물을 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/729-5.jpg,6. 국물에 소금을 넣어 간을 맞추고 썰어놓은 채소에 부어 용기에 담아 익혀 먹는다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/729-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-551,recipe-551,1. 고구마를 전자렌지에서 익힌다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/730-1.jpg,2. 전자레인지 마지막 1분이 남았을 때 컵에 우유를 따라 함께 데운다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/730-2.jpg,3. 거품기로 살짝 저어 거품을 낸다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/730-3.jpg,"4. 고구마의 껍질을 벗겨 작게 잘라 우유, 요거트, 호두, 올리고당을 넣고 믹서에 간다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/730-4.jpg,5. 거품기로 살짝 저어 거품을 낸다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/730-5.jpg,6. 잔에 따르고 계피가루를 뿌린다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/730-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-552,recipe-552,1. 홍시의 껍질을 벗긴다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/731-1.jpg,2. 껍질 벗긴 홍시에 꿀과 물을 넣어 믹서에 간다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/731-2.jpg,3. 곶감을 갈라 씨를 뺀다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/731-3.jpg,4. 씨를 빼낸 곶감에 호두를 넣어 만다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/731-4.jpg,5. 곶감말이를 0.5cm 두게로 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/731-5.jpg,6. 홍시 간 것에 곶감말이를 띄워 낸다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/731-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-553,recipe-553,1. 오징어 몸통을 가르고 껍질을 벗긴 후 씻어서 물기를 제거 한다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/732-1.jpg,2. 오징어 안쪽에 대각선으로 0.3cm 간격의 칼집을 넣고 반대방향으로도 칼집을 넣는다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/732-2.jpg,3. 오이와 파프리카는 0.4cm 폭으로 길게 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/732-3.jpg,4. 오징어의 칼집을 넣지 않은 부분에 오이와 파프리카를 얹고 김밥처럼 말아 실로 엮은 후 찜통에 넣고 찐다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/732-4.jpg,"5. 치킨양념소스는 다진 마늘과 다진 양파를 팬에 기름을 두르지 않고 살짝 구워 향을 낸 후 고추장, 토마토케첩, 물엿을 넣고 소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/732-5.jpg,6. 익은 오징어 말이는 2~3cm 길이로 썰고 5의 소스를 곁들인다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/732-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-554,recipe-554,1. 감자는 익기 쉽도록 토막 내고 완두콩과 옥수수알과 함께 김이 오른 찜통에 10~15분간 찐다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/733-1.jpg,2. 찐 감자를 으깬다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/733-2.jpg,3. 달걀은 삶아 흰자는 굵게 다지고 노른자는 체에 곱게 내린다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/733-3.jpg,4. 파프리카는 옥수수알 크기로 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/733-4.jpg,"5. 2에 완두콩, 옥수수, 파프리카, 달걀 흰자를 넣어 섞는다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/733-5.jpg,"6. 마요네즈, 호상요구르트, 달걀노른자, 소금을 넣어 샐러드드레싱을 만들어 5와 곁들인다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/733-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-555,recipe-555,"1. 개조개는 소금 넣은 물에 담가 해감 후 내장을 제거하고 다져주고, 껍질은 솔로 깨끗이 닦는다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/734-1.jpg,2. 두부는 칼로 으깬다,http://www.foodsafetykorea.go.kr/uploadimg/20141118/734-2.jpg,"3. 청고추, 홍고추, 양파, 마늘, 파는 다진다.(장식용 고추는 어슷썰기)",http://www.foodsafetykorea.go.kr/uploadimg/20141118/734-3.jpg,"4. 모든 재료에 달걀물을 섞고 참기름과 소금, 후추를 넣어 반죽을 치댄다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/734-4.jpg,5. 개조개껍질 안쪽에 참기름을 바르고 5의 재료를 넣고 모짜렐라치즈를 뿌린다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/734-5.jpg,"6. 오븐 200℃에서 10~15분간 굽고, 청고추와 홍고추로 장식한다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/734-6.jpg,7. 오븐 200℃에서 10~15분간 굽는다,,8. 청고추와 홍고추로 장식한다,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-556,recipe-556,1. 쌀과 보리는 불린 후 밥을 짓는다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/735-1.jpg,"2. 톳, 미역줄기, 천사채, 꼬시래기는 씻어 2~3cm 길이로 썰고,당근은  2~3cm 길이로 가늘게 채 썰고 양파는 잘게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/735-2.jpg,3. 냄비에 물 1컵 반을 붓고 콩나물을 넣고 삶아 건진다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/735-3.jpg,"4. 콩나물 삶고 난 뜨거운 물(잔열)로 당근, 표고버섯, 톳, 미역줄기, 천사채, 꼬시래기를 살짝 데치고, 데친 표고버섯만 따로 다져준다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/735-4.jpg,5. 팬에 현미유를 두르고 다진 마늘과 양파를 먼저 넣고 약한불에서 볶아 향을 낸다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/735-5.jpg,"6. 5에 고추장, 표고버섯, 파, 매실액, 통깨, 참기름을 넣고 함께 볶아 버섯고추장양념장을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/735-6.jpg,"7. 팬에 현미유를 두르고 다진 마늘과 양파를 먼저 넣고 약한불에서 볶아 향을 낸 후, 고추장, 표고버섯, 파, 매실액, 통깨, 참기름을 넣고 함께 볶아 버섯고추장양념장을 만든다. (d)",,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-557,recipe-557,1. 5시간 이상 불린 팥에 물 1컵을 넣고 삶아 건져 물 2숟가락을 넣고 믹서에 간다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/736-1.jpg,2. 물 2컵에 건다시마와 국멸치를 넣고 멸치다시마국물 1컵 반을 내고 다시마는 건져 채 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/736-2.jpg,"3. 밀가루를 팥, 현미유, 멸치다시마국물로 반죽하여 뚜껑 있는 그릇에 담아 30분가량 냉장고에 보관하고 반죽을 밀대로 밀어 0.2cm 두께로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/736-3.jpg,4. 감자와 애호박은 채 썰고 대파는 어슷썰기 한다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/736-4.jpg,5. 굴은 껍질과 잡티를 제거하고 소금물에 가볍게 씻는다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/736-5.jpg,"6. 멸치다시마국물을 끓여 감자와 팥칼국수를 넣고 한소끔 끓인 후 애호박, 다시마, 굴, 파, 다진 마늘을 넣고 국간장과 소금으로 간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/736-6.jpg,"7. 멸치다시마국물을 끓여 감자와 팥칼국수를 넣고 한소끔 끓인 후 애호박, 다시마, 굴, 파, 다진 마늘을 넣고 국간장과 소금으로 간을 한다. (d)",,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-558,recipe-558,"1. 물 1컵 반에 홍합, 국멸치, 건다시마, 양파를 넣고 멸치다시마국물 1컵을 내고 다시마는 건져 채 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/737-1.jpg,2. 감자는 껍질을 벗겨 찜통에 찐 후 으깬다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/737-2.jpg,"3. 2의 재료에 쌀가루, 달걀노른자, 현미유, 소금을 넣고 반죽하여 구슬크기의 옹심이를 10개 정도 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/737-3.jpg,"4. 호박은 돌려깍기하여 2cm 가량으로 채 썰고 파, 홍고추, 청고추는 어슷썰기 한다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/737-4.jpg,"5. 멸치다시마국물이 끓으면 옹심이를 넣고 익어서 떠오르면 홍합, 호박, 다진 파, 다진 마늘, 다시마를 넣고 국간장으로 간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/737-5.jpg,6. 홍고추와 청고추로 장식한다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/737-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-559,recipe-559,1. 배추김치는 속을 털어낸다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/738-1.jpg,2. 1의 김치를 다진 다음 물기를 짠다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/738-2.jpg,"3. 당근, 양파, 파는 잘게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/738-3.jpg,4. 달걀은 흰자와 노른자를 체에 거른다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/738-4.jpg,"5. 달걀에 물 반컵을 넣고 잘 저은 후 1,2의 재료와 찬밥을 섞고 새우젓으로 간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/738-5.jpg,6. 5를 찜통에 넣고 찐다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/738-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-560,recipe-560,1. 떡볶이떡은 반으로 잘라 끓는 물에 데쳐 건진다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/739-1.jpg,2. 꼬막은 씻어 떡을 데친 끓는 물(잔열)에 살짝 삶아 건진 후 식으면 꼬막살을 뺀다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/739-2.jpg,3. 꼬치에 데친 떡과 꼬막살을 번갈아 가며 꽂는다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/739-3.jpg,4. 파와 양파는 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/739-4.jpg,"5. 고추장, 양파, 파, 다진 마늘, 조청, 간장, 고춧가루, 참기름을 넣어 고추장양념을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/739-5.jpg,6. 팬에 현미유를 조금 두르고 고추장양념을 볶다가 3의 꼬막떡꼬치에 고추장양념을 입힌 후 통깨를 뿌린다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/739-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-561,recipe-561,1. 물파래는 씻어 체에 걸러 물기를 제거하고 잘게 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/740-1.jpg,2. 물에 5시간정도 불린 노란콩은 물 반컵을 넣고 약 10분가량 삶아 건져 믹서에 곱게 간다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/740-2.jpg,3. 파는 다지고 홍고추는 어슷썰기 한다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/740-3.jpg,"4. 밀가루에 1,2와 물 20g을 넣어 반죽을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/740-4.jpg,5. 팬에 현미유를 두르고 반죽을 떠서 지름 8cm 가량의 크기로 동그랗게 부치면서 윗면에 홍고추로 장식한다.,http://www.foodsafetykorea.go.kr/uploadimg/20141118/740-5.jpg,"6. 간장, 파, 식초, 통깨를 넣고 초간장을 만들어 물파래콩전과 곁들인다.",http://www.foodsafetykorea.go.kr/uploadimg/20141118/740-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-562,recipe-562,1. 카스텔라는 반으로 잘라준 후 꿀을 발라준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00400_01.png,2. 견과류는 먹기 좋게 잘라준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00400_02.png,3. 자른 카스텔라 위에 꿀을 발라준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00400_03.png,4. 바른 카스텔라 위에 자른 견과류를 뿌려준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00400_04.png,"5. 브로콜리를 뺀 해독주스 재료를 끓이다 마지막에
브로콜리를 넣어 살짝 끓여준 뒤 믹서에 간다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00400_05.png,"6. 접시에 담고 요거트를 뿌리고 체리와 애플민트를
올려준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00400_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-563,recipe-563,1. 토마토는 먹기 좋은 크기로 잘라준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00401_01.png,"2. 청고추, 홍고추, 양파는 채 썰고 부추는 먹기
좋게 잘라준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00401_02.png,"3. 바나나, 배, 젓갈을 갈아 준 뒤 고춧가루와
섞어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00401_03.png,"4. 만들어진 국물에 나머지 재료를 넣고 최종
김치 국물을 만들어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00401_04.png,5. 국물에 영양부추만 뺀 재료를 넣고 버무려준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00401_05.png,6. 마지막에 영양부추를 넣어 김치를 완성한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00401_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-564,recipe-564,"1. 닭가슴살은 먹기 좋은 크기로 잘라서 우유에
재워준 뒤 뜨거운 물에 데쳐준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00402_01.png,"2. 방울토마토는 반으로 자르고, 양파는 먹기 좋은
크기로 잘라준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00402_02.png,"3. 감자, 당근, 브로콜리는 먹기 좋은 크기로
잘라 뜨거운 물에 순서대로 데쳐준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00402_03.png,4. 모든 재료를 올리브유에 볶아준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00402_04.png,"5. 토마토페이스트와 닭가슴살을 데쳐낸 물을
섞어 끓여준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00402_05.png,"6. 끓고 있는 국물 50g에 밀가루를 섞어 농도를
맞추어 준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00402_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-565,recipe-565,"1. 가지는 먹기 좋은 크기로 잘라서 간편 어간장에
절여준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00403_01.png,"2. 다진 대파, 청홍고추, 양파는 송송 잘라준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00403_02.png,3. 절여진 가지를 꼭 짜서 수분을 제거해준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00403_03.png,4. 양념장에 가지와 준비된 채소를 버무려 준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00403_04.png,"5. 완성된 가지김치는 2시간 정도 후에 숙성시켜
완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00403_05.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-566,recipe-566,"1. 함초와 쪽파는 1cm 길이로 자른다. 청고추,
홍고추, 무는 한입 크기로 잘라주고 마늘은
편으로 썰어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00404_01.png,2. 물 1컵에 찹쌀가루를 풀어서 풀을 쑨다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00404_02.png,"3. 물 2컵에 함초, 편마늘을 넣고 국물을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00404_03.png,"4. 이 물로 무를 절여준다. 이때 무를 절였던 물을
버리지 말고 찹쌀 풀과 섞어 국물을 만들어
준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00404_04.png,"5. 만들어진 국물과 찹쌀 풀을 섞어 체에 내려
준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00404_05.png,"6. 모든 재료를 한데 섞어서 저염 동치미를
완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00404_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-567,recipe-567,1. 장어는 생강청에 20분 정도 재워준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00405_01.png,"2. 생강, 양파는 아주 가늘게 채 썰어서 냉수에
담가 매운맛을 빼준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00405_02.png,3. 소스 재료로 소스를 만들어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00405_03.png,"4. 채 썬 양파와 생강채를 냄비에 깔고 장어를
수분 없이 쪄준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00405_04.png,"5. 쪄낸 장어는 접시에 올리고 양파, 생강채를
올려 소스와 함께 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00405_05.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-568,recipe-568,1. 쌀은 세척 후 울금물에 불려준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00406_01.png,2. 두부를 으깨서 수분을 빼준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00406_02.png,3. 쌈장을 맛장으로 만들어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00406_03.png,"4. 건조 미역줄기는 세척해 불린다. 이때 불리고
나온 물을 이용해 밥을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00406_04.png,"5. 올리브오일로 쌀을 볶아주다 미역줄기를
넣고 밥을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00406_05.png,6. 두부 맛장과 함께 곁들여 완성한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00406_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-569,recipe-569,1. 두부는 물기를 꼭 짜준 후 으깬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00407_01.png,2. 미역줄기는 불린 후 먹기 좋게 자른다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00407_02.png,3. 양념장을 만들어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00407_03.png,4. 준비된 견과류를 송송 다져준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00407_04.png,5. 불린 미역줄기에 소스를 섞어 재워준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00407_05.png,6. 불린 미역줄기에 두부를 넣어 섞어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00407_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-570,recipe-570,"1. 국물 재료로 국을 끓여준 뒤 체에 걸러주고
양지는 찢어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00408_01.png,2. 무와 양파는 굵은 채로 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00408_02.png,"3. 대파의 흰 부분은 어슷하게 썰고 파란 부분은
굵게 썰어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00408_03.png,"4. 고사리는 뜨거운 물에 데친 후 먹기 좋은
크기로 잘라서 고사리 양념장에 양념한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00408_04.png,"5. 청양고추를 썰어서 볶은 후 국물을 미리
끓여 놓은 국물에 붓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00408_05.png,"6. 만들어진 국물에 모든 재료를 넣고 한 번
끓여 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00408_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-571,recipe-571,"1. 더덕은 손질해 어슷하게 잘라 소금물에 살짝
담가준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00409_01.png,"2. 사과는 먹기 좋게 썰어서 레몬즙에 살짝
뿌려준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00409_02.png,3. 주꾸미는 레몬즙을 넣어 살짝 데쳐준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00409_03.png,"4. 청고추, 홍고추는 씨를 제거하고 사과처럼
잘라주고. 양파도 잘라준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00409_04.png,5. 소스를 만들어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00409_05.png,"6. 모든 채소와 주꾸미를 섞어 소스랑 한데
버무려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00409_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-572,recipe-572,"1. 전복은 손질해 잘라주고 전복내장과 소주를
넣어서 믹서에 간다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00410_01.png,2. 참기름과 마늘기름을 섞어서 불린 쌀을 볶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00410_02.png,"3. 연근, 당근, 단호박은 작은 깍두기 모양으로
잘라 각각 볶아준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00410_03.png,"4. 전복은 작은 깍두기 모양으로 잘라서 칵테일새우,
바지락살, 다진마늘, 청주를 넣어 살짝 볶아준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00410_04.png,"5. 냄비에 갈아준 전복내장을 만들어준 기름에
볶아주다 쌀을 넣고 볶고, 나머지 채소를
넣어 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00410_05.png,"6. 마지막으로 새우, 바지락을 넣고 볶아 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00410_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-573,recipe-573,"1. 감자는 껍질을 벗겨서 1개를 채 썰고 물에
담가둔다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00411_01.png,"2. 감자 1개는 강판에 갈아서 즙과 건지를 따로
분리해준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00411_02.png,"3. 양파를 곱게 채 썰어주고 볼에 강판에 간 건지와
채 썬 감자, 채 썬 양파를 섞어 반죽을 만들어
준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00411_03.png,4. 소스를 만들어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00411_04.png,5. 팬에 한입 크기로 전을 부쳐준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00411_05.png,"6. 루콜라를 물에 살짝 헹궈주고 전과 함께
접시에 셋팅한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00411_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
